timestamp,open,high,low,close,volume
2024-04-18 00:05:00+00:00,61180.9355,61420.9355,61180.9355,61420.9355,0.0
2024-04-18 02:01:00+00:00,61420.9355,61660.9355,61420.9355,61660.9355,0.0
2024-04-18 02:07:00+00:00,61660.9355,61900.9355,61660.9355,61900.9355,0.0
2024-04-18 03:23:00+00:00,61900.9355,62140.9355,61900.9355,62140.9355,0.0
2024-04-18 04:50:00+00:00,62140.9355,62140.9355,61900.9355,61900.9355,0.0
2024-04-18 04:50:00+00:00,61900.9355,61900.9355,61660.9355,61660.9355,0.0
2024-04-18 05:36:00+00:00,61660.9355,61660.9355,61420.9355,61420.9355,0.0
2024-04-18 05:57:00+00:00,61420.9355,61420.9355,61180.9355,61180.9355,0.0
2024-04-18 06:37:00+00:00,61180.9355,61180.9355,60940.9355,60940.9355,0.0
2024-04-18 08:33:00+00:00,60940.9355,61180.9355,60940.9355,61180.9355,0.0
2024-04-18 08:33:00+00:00,61180.9355,61420.9355,61180.9355,61420.9355,0.0
2024-04-18 09:13:00+00:00,61420.9355,61660.9355,61420.9355,61660.9355,0.0
2024-04-18 10:57:00+00:00,61660.9355,61900.9355,61660.9355,61900.9355,0.138099103
2024-04-18 11:05:00+00:00,61900.9355,62140.9355,61900.9355,62140.9355,0.0
2024-04-18 11:12:00+00:00,62140.9355,62380.9355,62140.9355,62380.9355,0.0
2024-04-18 11:17:00+00:00,62380.9355,62620.9355,62380.9355,62620.9355,0.0
2024-04-18 11:24:00+00:00,62620.9355,62860.9355,62620.9355,62860.9355,0.000419071
2024-04-18 12:08:00+00:00,62860.9355,62860.9355,62620.9355,62620.9355,0.0
2024-04-18 12:08:00+00:00,62620.9355,62620.9355,62380.9355,62380.9355,0.0
2024-04-18 12:30:00+00:00,62380.9355,62380.9355,62140.9355,62140.9355,0.0
2024-04-18 12:31:00+00:00,62140.9355,62140.9355,61900.9355,61900.9355,0.0
2024-04-18 12:33:00+00:00,61900.9355,61900.9355,61660.9355,61660.9355,0.0
2024-04-18 12:42:00+00:00,61660.9355,61900.9355,61660.9355,61900.9355,0.0
2024-04-18 12:42:00+00:00,61900.9355,62140.9355,61900.9355,62140.9355,0.0
2024-04-18 13:23:00+00:00,62140.9355,62380.9355,62140.9355,62380.9355,0.0
2024-04-18 13:49:00+00:00,62380.9355,62620.9355,62380.9355,62620.9355,0.0
2024-04-18 14:06:00+00:00,62620.9355,62860.9355,62620.9355,62860.9355,0.0
2024-04-18 14:09:00+00:00,62860.9355,63100.9355,62860.9355,63100.9355,0.000417186
2024-04-18 14:13:00+00:00,63100.9355,63340.9355,63100.9355,63340.9355,0.000865234
2024-04-18 14:17:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-18 14:26:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
2024-04-18 15:09:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-18 15:53:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.0
2024-04-18 15:53:00+00:00,63820.9355,63820.9355,63580.9355,63580.9355,0.0
2024-04-18 17:24:00+00:00,63580.9355,63580.9355,63340.9355,63340.9355,0.0
2024-04-18 17:52:00+00:00,63340.9355,63340.9355,63100.9355,63100.9355,5e-05
2024-04-18 17:52:00+00:00,63100.9355,63100.9355,62860.9355,62860.9355,5e-05
2024-04-18 18:11:00+00:00,62860.9355,62860.9355,62620.9355,62620.9355,0.0
2024-04-18 18:43:00+00:00,62620.9355,62860.9355,62620.9355,62860.9355,0.0
2024-04-18 18:43:00+00:00,62860.9355,63100.9355,62860.9355,63100.9355,0.0
2024-04-18 19:02:00+00:00,63100.9355,63340.9355,63100.9355,63340.9355,0.0
2024-04-18 20:32:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-19 00:11:00+00:00,63580.9355,63580.9355,63340.9355,63340.9355,0.0
2024-04-19 00:11:00+00:00,63340.9355,63340.9355,63100.9355,63100.9355,0.0
2024-04-19 00:57:00+00:00,63100.9355,63100.9355,62860.9355,62860.9355,0.0
2024-04-19 01:04:00+00:00,62860.9355,62860.9355,62620.9355,62620.9355,0.0
2024-04-19 01:12:00+00:00,62620.9355,62620.9355,62380.9355,62380.9355,0.0
2024-04-19 01:20:00+00:00,62380.9355,62380.9355,62140.9355,62140.9355,0.0
2024-04-19 01:33:00+00:00,62140.9355,62140.9355,61900.9355,61900.9355,0.0
2024-04-19 01:35:00+00:00,61900.9355,61900.9355,61660.9355,61660.9355,0.0
2024-04-19 01:36:00+00:00,61660.9355,61660.9355,61420.9355,61420.9355,0.3
2024-04-19 01:40:00+00:00,61420.9355,61420.9355,61180.9355,61180.9355,0.000456541
2024-04-19 01:47:00+00:00,61180.9355,61180.9355,60940.9355,60940.9355,0.0
2024-04-19 02:11:00+00:00,60940.9355,60940.9355,60700.9355,60700.9355,0.0
2024-04-19 02:17:00+00:00,60700.9355,60700.9355,60460.9355,60460.9355,0.022275554
2024-04-19 02:20:00+00:00,60460.9355,60460.9355,60220.9355,60220.9355,0.0
2024-04-19 02:22:00+00:00,60220.9355,60220.9355,59980.9355,59980.9355,0.016314391
2024-04-19 02:29:00+00:00,59980.9355,59980.9355,59740.9355,59740.9355,0.0025
2024-04-19 02:35:00+00:00,59740.9355,59980.9355,59740.9355,59980.9355,0.000415372
2024-04-19 02:35:00+00:00,59980.9355,60220.9355,59980.9355,60220.9355,0.000415372
2024-04-19 02:51:00+00:00,60220.9355,60460.9355,60220.9355,60460.9355,0.013677104
2024-04-19 02:54:00+00:00,60460.9355,60700.9355,60460.9355,60700.9355,0.0
2024-04-19 02:55:00+00:00,60700.9355,60940.9355,60700.9355,60940.9355,0.0
2024-04-19 02:59:00+00:00,60940.9355,61180.9355,60940.9355,61180.9355,0.0
2024-04-19 03:12:00+00:00,61180.9355,61420.9355,61180.9355,61420.9355,0.0
2024-04-19 03:14:00+00:00,61420.9355,61660.9355,61420.9355,61660.9355,0.0
2024-04-19 03:24:00+00:00,61660.9355,61900.9355,61660.9355,61900.9355,0.02472138
2024-04-19 04:04:00+00:00,61900.9355,62140.9355,61900.9355,62140.9355,0.0
2024-04-19 04:10:00+00:00,62140.9355,62380.9355,62140.9355,62380.9355,0.0
2024-04-19 04:36:00+00:00,62380.9355,62620.9355,62380.9355,62620.9355,0.0001
2024-04-19 05:18:00+00:00,62620.9355,62620.9355,62380.9355,62380.9355,0.0
2024-04-19 05:18:00+00:00,62380.9355,62380.9355,62140.9355,62140.9355,0.0
2024-04-19 05:36:00+00:00,62140.9355,62140.9355,61900.9355,61900.9355,0.0
2024-04-19 06:35:00+00:00,61900.9355,62140.9355,61900.9355,62140.9355,0.0
2024-04-19 06:35:00+00:00,62140.9355,62380.9355,62140.9355,62380.9355,0.0
2024-04-19 06:37:00+00:00,62380.9355,62620.9355,62380.9355,62620.9355,0.0
2024-04-19 06:38:00+00:00,62620.9355,62860.9355,62620.9355,62860.9355,0.0
2024-04-19 06:40:00+00:00,62860.9355,63100.9355,62860.9355,63100.9355,0.017925654
2024-04-19 06:44:00+00:00,63100.9355,63340.9355,63100.9355,63340.9355,0.0
2024-04-19 06:44:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-19 06:47:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
2024-04-19 06:50:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-19 06:52:00+00:00,64060.9355,64300.9355,64060.9355,64300.9355,0.0
2024-04-19 06:54:00+00:00,64300.9355,64540.9355,64300.9355,64540.9355,0.01101673
2024-04-19 07:02:00+00:00,64540.9355,64780.9355,64540.9355,64780.9355,0.0
2024-04-19 07:17:00+00:00,64780.9355,64780.9355,64540.9355,64540.9355,0.0
2024-04-19 07:17:00+00:00,64540.9355,64540.9355,64300.9355,64300.9355,0.0
2024-04-19 08:05:00+00:00,64300.9355,64540.9355,64300.9355,64540.9355,9.31075e-05
2024-04-19 08:05:00+00:00,64540.9355,64780.9355,64540.9355,64780.9355,9.31075e-05
2024-04-19 08:06:00+00:00,64780.9355,65020.9355,64780.9355,65020.9355,0.0004
2024-04-19 08:30:00+00:00,65020.9355,65020.9355,64780.9355,64780.9355,0.0
2024-04-19 08:30:00+00:00,64780.9355,64780.9355,64540.9355,64540.9355,0.0
2024-04-19 08:33:00+00:00,64540.9355,64540.9355,64300.9355,64300.9355,0.0
2024-04-19 09:19:00+00:00,64300.9355,64540.9355,64300.9355,64540.9355,0.0
2024-04-19 09:19:00+00:00,64540.9355,64780.9355,64540.9355,64780.9355,0.0
2024-04-19 10:05:00+00:00,64780.9355,65020.9355,64780.9355,65020.9355,0.0
2024-04-19 10:42:00+00:00,65020.9355,65020.9355,64780.9355,64780.9355,0.0
2024-04-19 10:42:00+00:00,64780.9355,64780.9355,64540.9355,64540.9355,0.0
2024-04-19 11:35:00+00:00,64540.9355,64780.9355,64540.9355,64780.9355,0.0
2024-04-19 11:35:00+00:00,64780.9355,65020.9355,64780.9355,65020.9355,0.0
2024-04-19 11:39:00+00:00,65020.9355,65260.9355,65020.9355,65260.9355,0.0
2024-04-19 13:12:00+00:00,65260.9355,65260.9355,65020.9355,65020.9355,0.0
2024-04-19 13:12:00+00:00,65020.9355,65020.9355,64780.9355,64780.9355,0.0
2024-04-19 13:26:00+00:00,64780.9355,64780.9355,64540.9355,64540.9355,0.0
2024-04-19 13:46:00+00:00,64540.9355,64780.9355,64540.9355,64780.9355,0.0
2024-04-19 13:46:00+00:00,64780.9355,65020.9355,64780.9355,65020.9355,0.0
2024-04-19 14:15:00+00:00,65020.9355,65020.9355,64780.9355,64780.9355,0.0
2024-04-19 14:15:00+00:00,64780.9355,64780.9355,64540.9355,64540.9355,0.0
2024-04-19 14:25:00+00:00,64540.9355,64540.9355,64300.9355,64300.9355,0.0
2024-04-19 14:27:00+00:00,64300.9355,64300.9355,64060.9355,64060.9355,0.0
2024-04-19 14:44:00+00:00,64060.9355,64300.9355,64060.9355,64300.9355,0.000376793
2024-04-19 14:44:00+00:00,64300.9355,64540.9355,64300.9355,64540.9355,0.000376793
2024-04-19 16:18:00+00:00,64540.9355,64540.9355,64300.9355,64300.9355,0.0
2024-04-19 16:18:00+00:00,64300.9355,64300.9355,64060.9355,64060.9355,0.0
2024-04-19 16:20:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.001
2024-04-19 16:50:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-19 16:50:00+00:00,64060.9355,64300.9355,64060.9355,64300.9355,0.0
2024-04-19 17:42:00+00:00,64300.9355,64540.9355,64300.9355,64540.9355,0.0
2024-04-19 20:36:00+00:00,64540.9355,64540.9355,64300.9355,64300.9355,0.00015
2024-04-19 20:36:00+00:00,64300.9355,64300.9355,64060.9355,64060.9355,0.00015
2024-04-19 20:46:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.0014
2024-04-19 21:20:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-19 21:20:00+00:00,64060.9355,64300.9355,64060.9355,64300.9355,0.0
2024-04-19 23:01:00+00:00,64300.9355,64300.9355,64060.9355,64060.9355,0.0
2024-04-19 23:01:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.0
2024-04-19 23:02:00+00:00,63820.9355,63820.9355,63580.9355,63580.9355,0.0
2024-04-19 23:03:00+00:00,63580.9355,63580.9355,63340.9355,63340.9355,0.0
2024-04-19 23:06:00+00:00,63340.9355,63340.9355,63100.9355,63100.9355,0.0
2024-04-19 23:10:00+00:00,63100.9355,63340.9355,63100.9355,63340.9355,0.0
2024-04-19 23:10:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-19 23:43:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
2024-04-19 23:48:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-20 00:19:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.00095
2024-04-20 00:19:00+00:00,63820.9355,63820.9355,63580.9355,63580.9355,0.00095
2024-04-20 00:23:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
2024-04-20 00:23:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-20 00:50:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.0
2024-04-20 00:50:00+00:00,63820.9355,63820.9355,63580.9355,63580.9355,0.0
2024-04-20 01:00:00+00:00,63580.9355,63580.9355,63340.9355,63340.9355,0.0
2024-04-20 02:28:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-20 02:28:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
2024-04-20 02:47:00+00:00,63820.9355,64060.9355,63820.9355,64060.9355,0.0
2024-04-20 09:07:00+00:00,64060.9355,64060.9355,63820.9355,63820.9355,0.0
2024-04-20 09:07:00+00:00,63820.9355,63820.9355,63580.9355,63580.9355,0.0
2024-04-20 09:51:00+00:00,63580.9355,63580.9355,63340.9355,63340.9355,0.0
2024-04-20 11:11:00+00:00,63340.9355,63580.9355,63340.9355,63580.9355,0.0
2024-04-20 11:11:00+00:00,63580.9355,63820.9355,63580.9355,63820.9355,0.0
