timestamp,open,high,low,close,volume
2025-01-01 00:17:00,93781.0,93931.0,93781.0,93931.0,0.2658733399999999
2025-01-01 00:32:00,93931.0,94081.0,93931.0,94081.0,0.5988435
2025-01-01 00:51:00,94081.0,94231.0,94081.0,94231.0,1.20850311
2025-01-01 00:54:00,94231.0,94381.0,94231.0,94381.0,0.1553612
2025-01-01 00:58:00,94381.0,94531.0,94381.0,94531.0,0.9620217099999996
2025-01-01 01:05:00,94531.0,94531.0,94381.0,94381.0,0.24904708333333317
2025-01-01 01:05:00,94381.0,94381.0,94231.0,94231.0,0.24904708333333317
2025-01-01 01:05:00,94231.0,94231.0,94081.0,94081.0,0.24904708333333317
2025-01-01 01:51:00,94081.0,94081.0,93931.0,93931.0,0.4216394
2025-01-01 01:56:00,93931.0,93931.0,93781.0,93781.0,0.59910847
2025-01-01 02:45:00,93781.0,93931.0,93781.0,93931.0,0.134622335
2025-01-01 02:45:00,93931.0,94081.0,93931.0,94081.0,0.134622335
2025-01-01 02:52:00,94081.0,94231.0,94081.0,94231.0,0.30577029
2025-01-01 03:48:00,94231.0,94231.0,94081.0,94081.0,1.3304387349999995
2025-01-01 03:48:00,94081.0,94081.0,93931.0,93931.0,1.3304387349999995
2025-01-01 04:48:00,93931.0,93931.0,93781.0,93781.0,0.8482486800000001
2025-01-01 08:27:00,93781.0,93781.0,93631.0,93631.0,0.33720821
2025-01-01 09:12:00,93631.0,93631.0,93481.0,93481.0,2.6283278200000018
2025-01-01 09:24:00,93481.0,93481.0,93331.0,93331.0,1.12282344
2025-01-01 09:28:00,93331.0,93331.0,93181.0,93181.0,1.2379491800000002
2025-01-01 09:51:00,93181.0,93331.0,93181.0,93331.0,0.3153403749999999
2025-01-01 09:51:00,93331.0,93481.0,93331.0,93481.0,0.3153403749999999
2025-01-01 10:03:00,93481.0,93631.0,93481.0,93631.0,0.23444309
2025-01-01 11:45:00,93631.0,93781.0,93631.0,93781.0,0.33939352
2025-01-01 12:24:00,93781.0,93931.0,93781.0,93931.0,0.7492589000000001
2025-01-01 12:28:00,93931.0,94081.0,93931.0,94081.0,0.06291284
2025-01-01 13:22:00,94081.0,94081.0,93931.0,93931.0,0.008256355
2025-01-01 13:22:00,93931.0,93931.0,93781.0,93781.0,0.008256355
2025-01-01 13:57:00,93781.0,93931.0,93781.0,93931.0,0.13939525
2025-01-01 13:57:00,93931.0,94081.0,93931.0,94081.0,0.13939525
2025-01-01 14:00:00,94081.0,94231.0,94081.0,94231.0,0.91221598
2025-01-01 14:03:00,94231.0,94381.0,94231.0,94381.0,1.85660285
2025-01-01 14:05:00,94381.0,94531.0,94381.0,94531.0,0.26705348
2025-01-01 14:26:00,94531.0,94531.0,94381.0,94381.0,0.32347148
2025-01-01 14:26:00,94381.0,94381.0,94231.0,94231.0,0.32347148
2025-01-01 14:29:00,94231.0,94231.0,94081.0,94081.0,0.18183837
2025-01-01 14:32:00,94081.0,94081.0,93931.0,93931.0,0.32753256
2025-01-01 14:36:00,93931.0,94081.0,93931.0,94081.0,0.012016025
2025-01-01 14:36:00,94081.0,94231.0,94081.0,94231.0,0.012016025
2025-01-01 15:24:00,94231.0,94381.0,94231.0,94381.0,0.27774666
2025-01-01 15:47:00,94381.0,94531.0,94381.0,94531.0,1.3402450199999998
2025-01-01 16:30:00,94531.0,94531.0,94381.0,94381.0,0.01619423
2025-01-01 16:30:00,94381.0,94381.0,94231.0,94231.0,0.01619423
2025-01-01 17:11:00,94231.0,94231.0,94081.0,94081.0,0.01373014
2025-01-01 18:31:00,94081.0,94231.0,94081.0,94231.0,4.4344999999999996e-05
2025-01-01 18:31:00,94231.0,94381.0,94231.0,94381.0,4.4344999999999996e-05
2025-01-01 19:44:00,94381.0,94531.0,94381.0,94531.0,0.02101259
2025-01-01 19:46:00,94531.0,94681.0,94531.0,94681.0,3.0016169199999996
2025-01-01 19:47:00,94681.0,94831.0,94681.0,94831.0,1.4799935000000004
2025-01-01 20:54:00,94831.0,94981.0,94831.0,94981.0,0.1934983
2025-01-01 21:21:00,94981.0,95131.0,94981.0,95131.0,1.38974797
2025-01-01 21:23:00,95131.0,95281.0,95131.0,95281.0,1.6928385099999996
2025-01-01 21:33:00,95281.0,95281.0,95131.0,95131.0,0.02461176999999995
2025-01-01 21:33:00,95131.0,95131.0,94981.0,94981.0,0.02461176999999995
2025-01-01 23:22:00,94981.0,94981.0,94831.0,94831.0,0.00456836
2025-01-02 00:04:00,94831.0,94831.0,94681.0,94681.0,0.19235164
2025-01-02 00:25:00,94681.0,94831.0,94681.0,94831.0,1.067641129999999
2025-01-02 00:25:00,94831.0,94981.0,94831.0,94981.0,1.067641129999999
2025-01-02 00:26:00,94981.0,95131.0,94981.0,95131.0,8.578340799999998
2025-01-02 00:46:00,95131.0,95281.0,95131.0,95281.0,1.903141650000001
2025-01-02 00:47:00,95281.0,95431.0,95281.0,95431.0,1.4168349699999994
2025-01-02 01:07:00,95431.0,95581.0,95431.0,95581.0,0.7395907000000005
2025-01-02 01:24:00,95581.0,95581.0,95431.0,95431.0,1.053888775
2025-01-02 01:24:00,95431.0,95431.0,95281.0,95281.0,1.053888775
2025-01-02 01:31:00,95281.0,95281.0,95131.0,95131.0,2.1336059599999992
2025-01-02 01:32:00,95131.0,95131.0,94981.0,94981.0,4.347745289999994
2025-01-02 02:47:00,94981.0,95131.0,94981.0,95131.0,0.003449715
2025-01-02 02:47:00,95131.0,95281.0,95131.0,95281.0,0.003449715
2025-01-02 03:00:00,95281.0,95431.0,95281.0,95431.0,1.31364456
2025-01-02 03:45:00,95431.0,95431.0,95281.0,95281.0,0.00248
2025-01-02 03:45:00,95281.0,95281.0,95131.0,95131.0,0.00248
2025-01-02 04:32:00,95131.0,95281.0,95131.0,95281.0,0.11794702
2025-01-02 04:32:00,95281.0,95431.0,95281.0,95431.0,0.11794702
2025-01-02 04:37:00,95431.0,95581.0,95431.0,95581.0,0.30600467
2025-01-02 04:38:00,95581.0,95731.0,95581.0,95731.0,3.6152049499999928
2025-01-02 04:40:00,95731.0,95881.0,95731.0,95881.0,4e-05
2025-01-02 04:41:00,95881.0,96031.0,95881.0,96031.0,0.6619377
2025-01-02 05:03:00,96031.0,96031.0,95881.0,95881.0,0.00263242
2025-01-02 05:03:00,95881.0,95881.0,95731.0,95731.0,0.00263242
2025-01-02 05:16:00,95731.0,95731.0,95581.0,95581.0,0.0301559999999999
2025-01-02 05:26:00,95581.0,95731.0,95581.0,95731.0,0.103840645
2025-01-02 05:26:00,95731.0,95881.0,95731.0,95881.0,0.103840645
2025-01-02 06:22:00,95881.0,95881.0,95731.0,95731.0,0.25054265000000003
2025-01-02 06:22:00,95731.0,95731.0,95581.0,95581.0,0.25054265000000003
2025-01-02 07:13:00,95581.0,95731.0,95581.0,95731.0,0.02511606
2025-01-02 07:13:00,95731.0,95881.0,95731.0,95881.0,0.02511606
2025-01-02 07:38:00,95881.0,96031.0,95881.0,96031.0,0.00612694
2025-01-02 08:13:00,96031.0,96181.0,96031.0,96181.0,0.5641371500000001
2025-01-02 08:25:00,96181.0,96181.0,96031.0,96031.0,0.7193919299999998
2025-01-02 08:25:00,96031.0,96031.0,95881.0,95881.0,0.7193919299999998
2025-01-02 08:52:00,95881.0,96031.0,95881.0,96031.0,0.10615904000000005
2025-01-02 08:52:00,96031.0,96181.0,96031.0,96181.0,0.10615904000000005
2025-01-02 09:05:00,96181.0,96331.0,96181.0,96331.0,0.19685982
2025-01-02 09:18:00,96331.0,96481.0,96331.0,96481.0,1.1508151900000003
2025-01-02 09:53:00,96481.0,96631.0,96481.0,96631.0,0.6513919400000001
2025-01-02 09:56:00,96631.0,96781.0,96631.0,96781.0,4.562052409999998
2025-01-02 11:08:00,96781.0,96931.0,96781.0,96931.0,1.6781278499999996
2025-01-02 11:24:00,96931.0,96931.0,96781.0,96781.0,0.8785957300000002
2025-01-02 11:24:00,96781.0,96781.0,96631.0,96631.0,0.8785957300000002
2025-01-02 12:12:00,96631.0,96781.0,96631.0,96781.0,1.2685716449999995
2025-01-02 12:12:00,96781.0,96931.0,96781.0,96931.0,1.2685716449999995
2025-01-02 13:12:00,96931.0,97081.0,96931.0,97081.0,5.713124399999981
